id,video_id,time,author,text,lable
Ugij_E533BYc6HgCoAEC,0k8GVmgB9Hw,4 years ago,Нагибатор Твоей Мамки,так где же снайпервижу мужики разлекаються,
UggFdI8iMl-Pa3gCoAEC.7-H0Z7-6NOz8R0mbebIQVu,E950t1WGiE0,1 year ago,Полковник,василий теркин у нас безвизовый режим я доволен,
UgiI_LcE3Ei-YHgCoAEC.7-H0Z7-JbZL7-I1_jlnGrK,zCmV4dX5tgs,4 years ago,Elena Shashvari,уважаемый анатолий пусть это будет вашим путем заберите их всех себе вам бы к кому нибудь примкнуть чтобы вас ктото накормил а мы какнибудь сами хакамада женщина умнаяно не наша,
UghPTHxs5iHbtngCoAEC,FXCliOGt0Jc,4 years ago,ВЕЛИКО РОСС,умственнонедоразвитые выродки хохлы все убирайтесь из россии вы расовое дерьмо поглощаете русов,
UgjTDccmzlu6E3gCoAEC,vFnyN6QaAS8,4 years ago,Elshan7171,за путина за крым ,
UghUkscj333gH3gCoAEC,FXCliOGt0Jc,4 years ago,тамара токарева,столько словесного материалаа людям промтымчто дедатьне майданным а такая разработка как в украине может начаться в любой стране куда укажет пентагон кто следующий когда эти все разработчики передела мира выполнят свои планы не забываячто им промтые люди тоже нужны как дешевая сила колько можно топтаться по простому рабочему классу,
Ugh5aEjiC7YCgngCoAEC.7-H0Z7-394G7-Jh0S67N7x,FMdk1D1ktBw,4 years ago,Злой енот,так иди помоги этим малолеткам прысни газом в беркутов а мы посмотрим как они тебе потом отмассажируют филейную часть и как ты потом будешь тут рассказывать про своё геройство,
UggfuAAEkOSsPXgCoAEC,emN4Sz3uasU,4 years ago,ШКУРА,охуенчик молодци подписывайтесь ,
UgjsUvbdAAj_XXgCoAEC,XW6hWPZglv8,4 years ago,Богдан Паламарчук,в мене аж мурашки по шкірі,
UgjFtpIg6Ywe63gCoAEC,zCmV4dX5tgs,4 years ago,Максим К,хакамада скрытая алкашка,
Ugi7dv9bPXxa5XgCoAEC,uhwtsjFbQK4,4 years ago,Pacificator21,танцевать под тягнебока себя не уважать,
UgjhKEuapudqJ3gCoAEC,T6IbEIBhb8o,4 years ago,Riccio Barbuto,а на каких частотах это радио работает кстати радиолюбители волновики может заглушите пидерастов сможете,
UgzoWLIOUTsJgRU_XMB4AaABAg,8SqTaE4-5a4,4 weeks ago,Лоззи,какие дауни поставили дизлайки,
UgiFQvuHFartVngCoAEC,eufNblKL65s,3 years ago,Роман ХаЯ,умный человек а ведь лет этак тридцать назад за такие мысли объявили бы врагом народа посадили бы в тюрьму или в дурдом упекли а в прочем в истории все по спирали и сейчас могут инакомыслие нонче тяжкий грех,
UggYCFUocAhEA3gCoAEC.7-H0Z7-S2n57-TRNsjhs7c,E950t1WGiE0,4 years ago,SteelFilm,дискуссиянахуй сходи страна на пороге войны дибилоид,
UghLhJP8cILQa3gCoAEC.7-H0Z7-DmQw7-Lgb32yK1D,E5pZ84SDZSQ,4 years ago,LuckyAntey,да ну нееее ,
Ugjxyb9c31TKgHgCoAEC.7-H0Z7-5Sx_7-Q-sVs75d3,H8ABnhoxhMw,4 years ago (edited),Алексей Рудов,да проститутка она политическая она так и нужно писать причем самого низакого базарновокзального разбора,
Ugjo-FCkGDiFHngCoAEC.7-H0Z7-0-Uo7-MikIVN1-T,FXCliOGt0Jc,4 years ago,Nikolas Land,"иван бакастов
без аргументов твои заблуждения не станут правдой в глазах окружающих",
UgjJnMThWNWrJHgCoAEC,V8B4KOpCSV0,4 years ago,Сантьяго Падонкус,все правильно говорит два народа пидоры загнали в самую жопу и украину и россию хуеплеты олигархи наебали всю россию в е ваучеры всем впихнув одновременно развалив производство по несколько месяцев не платя зарплату я хорошо помню очереди нескончаемые в магазинах народ от без денежья начал их за бутылку паленки продовать а ктото скупил и стал владельцем заводов и пароходов что касается украины мы на вас всех собак не вешаем а вам с х навяливают что во всем виноваты русские голодоморы и прочая хуйня всему ссср хуева было чет вы на грузин не валите ведь у руля сталин был грузин но мы слава богу и путину из жопы потихоньку вышли а вы за года только разрушили то что от ссср досталось не хуя ни чего не достигнув кроме как газ у россии пиздить вы кричите слава украине только славить не чего вам не чем гордится а нам между тем достались все долги ссср нашего обшего когда то дома но долги нам достались чеченские войны пережили взрывы домов наркомания и бандитизм сам наркоманом раньше был и знаю хорошо сколько молодых людей отправилось на тот свет не оставив патомства хорошо наверху прочухали что дальше пиздец и страну потерять можно защищать не кому будет войны наркомания и бандитизм много убитых молодых людей но выстояли и не скулили и ни какие страны не винили с долгами расплатились и не выдумавали себе псевдо героев типа бандеры сотни украинцев героев советского союза наших настоящих братьев славян каторых вы предали забвению мая для вас не праздник стишки ни когда мы не будем братьями канечно с такими не будем вы нам нах не нужны идите в европу на майдане вы боролись против олигархов но снова посадили олигарха на трон залезли в долги из которых не скора выберетесь просрали крым юго восток просрёте и всё это под крики слава украине вспомнили бы собачье сердце когда профессор говорил если я вместо того чтоб заниматься своими прямыми обязонастями буду песни кричать у меня наступит разруха вот и у вас так же вместо таго чтобы работать у вас куева туча людей на майдане сидела и расходится и шас не хочет потому что идти не куда каму такие долбаебы нужны вам говорят что во всем виновата россия везде русские агенты и наемники поймайте хоть одного хуя нету зато вы знаете что они есть кричите на наше продажное сми только сами смотрят укр тв каторое пренадлежит олигархам какие сейчас у власти и которое усиленно вам говорит что русские наемники есть и во всем виноваты русские теперь чеченцев начали приплетать мол там чеченцы опять поймайте хоть одного опять хуюшки нет не одного чеченца зато вы сожгли людей в одессе обозвав колорадами толпы не устроенных молодых людей с хуйней в голове ни работы не хуя поэтому выгоднее придумать себе внешнего врага в виде россии хотя вы нам нах не нужны идите в европу но только вас туда хуй кто возьмет каму в европе такие дикари нужны всё ваше теперешнее правительство обслуживает интересы госдепа сша для которых вы нах не нужны а только инструмент чтобы насрать россии так как россия единственная сила в мире которая может им противостоять завалят россию пизда всему миру чипируют кастрируют чтоб не множились и будете батрачить на сша но одного не понимают что не стоит будить русского медведя отступать нам больше не куда мы долго пятились и теперь враг у ворот уже в прибалтике про размешает ну не чё время рассудит и поставит всё на свои места жаль простых украинцев работяг которым ваши бандеры на хуй не нужны которые имеют родню в россии многие руские родню на украине и вы все перечеркиваете милионов украинцев работает в россии с вашей политикой их придется выгнать но вам пох вы же за года построили великую украину слава украине героям сала,
UgjjjheJWKQ38ngCoAEC.7-H0Z7-4C1Y7-JW2XvrXjJ,9U7QdNbbtpI,3 years ago,jwserge,алиби аргынпопробовал в словарях порыться не нашёл ничего похожего,
UgiXJMXeAmogkXgCoAEC,8SqTaE4-5a4,3 years ago,Олеся Палівода,"класно
респект",
UghcyrJbkLij53gCoAEC,XK1A8MPb6Ro,4 years ago,renny_ua,люди ми мусимо вистояти,
UghPvkBKkZwQX3gCoAEC,eufNblKL65s,4 years ago,Маргарита Ёлкина,вы уважаемый не наш геройпомню как при гкчп испуганно бежал из россии трус жалкий трус про то что произошло в одессе его никак не волнует про бомбёжки в юговостоке украины тоже как и твой фальшивый западный рай сам в россии не живёт и нас россиян стыдит ещё бесстыжий россия будет другой ещё завидовать западники будут потихонькупомаленьку вытягиваемся пусть не сразу я горжусь своим народом и своей страной хотя бы за то что мы не поддерживаем нынешний кровавый украинский режим и не молчим даже когда весь мир молчит купаясь в своей самовлюблённости и в своих псевдолиберальных ценностях уже раз родили фашизм и ничего из уроков прошлого не взяли как бы не пришлось снова расплачиваться за свою девичью память,
Ugg9gsN4JFAf5ngCoAEC.7-H0Z7-M_2p7-QINllkTvR,8SqTaE4-5a4,4 years ago,Jimm Morrison,ольга дзюбенкоказахи тоже с вами удачи украине ,
Ugi5FCbR8AdEDngCoAEC,GGaQ5BDNouM,4 years ago,iiivanych2012,он божественнен,
Ugjot8q-cgkFGXgCoAEC,xTfMbgQqEeg,4 years ago,Юрий Рущак,второй раз вижу этого упыря че оскара далон и пятому каналу мешал работать типа вретезасланый казачек видать,
Ughkc7cQW6nQwXgCoAEC.7-H0Z7-64AM7-ZclHlMHL9,8SqTaE4-5a4,4 years ago,That Patr,ну скинь непросвещённому мне сайты с правдой буду рад,
UggZtGGQHIUMM3gCoAEC,8SqTaE4-5a4,3 years ago,Антон Валиев,мои и ваши деды бились бок о бок как одно целое а вы сейчас занимаетьмь дискриминациейстыдно что вы не уважаете историюесли вы забыли ошибки истории я надеюсь она напомнит о них,
UgiXFDYiF5ejhngCoAEC.7-H0Z7-PcxK7-H50rThPIy,CEfOum6AsuA,4 years ago,Westerland,мах терэтот канал имеет порошенко который уже видит себя в кресле президента так что знайте за кого кровь проливаете а он в свою очередь имел вас всех ввиду,
UgipnhzDJ5_zj3gCoAEC.7-H0Z7-9LKm7-tEeHwlaj2,IqFdatdem64,4 years ago,Сергей Еримей,"сам ты тупой забань себя и убейся широколобый наш обыватель бан им потому что ты малограмотный кусочек ленина уволок и ответить то не можешь по существу слабо
ты посмотри как евросоюз в таких случаях действует посмотри что щас в гамбурге творилось во франции и в турции греции как там разгоняют там бы с тобой не церемонились там быстро брандспойт в рыло газ в рожу и резиновую пулю в ребра причем по любому поводу ты что слепой беркут стоял до последнего терпения и жаль что так мягко разгоняли сняли они ролик детишек ничего не понимающих ни в политике не в экономике сняли использовали любая туса лишь бы не война концертами завлекли а чего не сняли тех кто в масках и с цепями кто до всего этого довел своими провокациями да все уже видели видео этого упыря кличко который договаривался с беркутом на инсценировку жаааль жаааль что так мягко разгоняли евросоюз вам ещё покажет как это делается на самом деле тогда узнаете что такое зверства беркут герои не позавидовать им стоять перед этим стадом озверелых людишек расписавшихся в своей беспомощности кроме как маргиналить и валить ленина и сать в подъездах тьфу бля",
UggLVfqc1PNHg3gCoAEC.7-H0Z7-MKe-7-H68rQNXQP,GGaQ5BDNouM,4 years ago,Rumofnas,николай белойванколь не читаю гос прессу вообще а на майдане стоят далеко не вся украина а из тех кто стоит граждан украины дай бог половина наберется в итоге о сравнению с населением вообще ничто а вообще зря я сюда влез сейчас еще нацики сопливые ныть будут сколько раз зарекался просто смотреть видео и не отписываться добра коль,
UgjGUl1up72bzHgCoAEC.7-H0Z7-OxKs77b0N_lTqaM,5EpxGkie8I4,3 years ago,Раулька Галлардо,какие же вы убогие конечно ибо вместе русский народ только бухать может,
UgwRR6I6oXCtKBPwtqN4AaABAg,X9WRKnrBT0s,9 months ago,Ислам Гамидов,который раз натыкаюсь на это видео и смеюсь до слез несмотря на ущербность таких психопатов воров убийц и прочей нечисти пришедших к власти им всё же удается заражать население сродни инфекционному заболеванию передающемуся воздушно капельным путем когда бесноватые изливаются в ядовитой слюне с ораторских трибун заражая толпу которая начинается подпрыгивать приговаривая москаляку на ножаку тяжелый диагноз налицо а значит что эту заразу нужно искоренять в зачатке чтобы миру не являлись майданутые изобрести эдакую таблетку правды проглотил привит на пожизненно,
UggEb2FW7xiNGngCoAEC,H8ABnhoxhMw,2 years ago,Лада Святославна,япона мама себя ещё русской называет гнида узкоглазая,
UgiIpO8TGInHlXgCoAEC,rugiGF9TUjU,4 years ago,Михайло Онисько,слава украіні героям слава,
UgimFzvfEg_3TXgCoAEC.886p1Y6AbT98BPve6NCaa3,8SqTaE4-5a4,2 years ago,Sasha_JZX,богдан краюшкин красавчик,
Ugg0xFQLdNuDXHgCoAEC.7-H0Z7-UXrs7-H7-2rEQca,8SqTaE4-5a4,4 years ago,MrSlashUA,влад ивановя тебе скажу просто что ты не прав я был близок к экономике и гос учреждениям стабильностью и не пахло все плавно двигалось в обрыв я еще и думал когда же это все наебнется но до этого не дошло пришла революция правда вряд ли она сделала лучше ну хоть дяди у власти будут боятся теперь так нагло бабло грести,
Ugig6WcCoKLQ2ngCoAEC.7-H0Z7-OrkG7-HpdZHJqv5,vFnyN6QaAS8,4 years ago,Undead,"не украина победила а фашисты теперь сидит стайка баранов в раде а лидеры один ваш язык не знает вторая зек второй нацист ахах вот вас будут теперь уважать в мире

тягнибок выступил в оккупированном помещении верховной рады с законодательной инициативой
 запретить использование русского языка на территории украины
 признать использование русского языка на территории украины уголовным преступлением и назначить за него наказание
 признать всё русское население украины не гражданами те лишить гражданства и общегражданских прав и свобод в тч права голоса социальной защиты и тд
 на государственном уровне признать факт оккупации украины большевиками советским союзом видимо
 ввести визовый режим с рф и требовать компенсации за оккупацию
что на это скажешь не нацизм",
UghGD-S6fe_Qw3gCoAEC,-1q9A3eSiHg,4 years ago,Евгений Владимирович,а откуда вы берете бутерброды и за майдана зарплаты задерживают тем людям которые просто хотят обеспечить свою семью а вы на майдане песни поете что же вы за народ,
Uggm7kMsH28GlHgCoAEC,fcfF_63Rk_o,4 years ago,kirik bag,сталина на вас нет,
UggXfz04XaJCjngCoAEC,FMdk1D1ktBw,4 years ago,MrSiteedit,пора вооружаться,
UghquM-VM7ChangCoAEC,T6IbEIBhb8o,4 years ago,Alex Ladarov,желтые повязки ни кого не смущают,
UgxZkCI8-YzDLk3_Kml4AaABAg,H8ABnhoxhMw,1 month ago,Ульяна Овсянникова,господь ну какие же придурки смотрят этот соловьиный помет сказочный долбаеб и зачем его из больницы выпустили,
UgiOWjbBoBhN1XgCoAEC,vFnyN6QaAS8,3 years ago,Сергей Терехов,"порадовала девочка которая тужилась говорить на мове
этот эпизод показателен в теме создания унитарной украины как два педераста пытаются сделать ребёнка 
чем дольше процесс тем сильнее болит жопа",
Ugze6ie2bBOeiynEuQ54AaABAg,rygWgUmFSro,7 months ago,Ostap Chan,попал в ролик йееей,
UgjvmKWrSNy-uHgCoAEC,-1xe2qKjYC4,4 years ago (edited),Isy Hasarin,враньё на вранье и чем больше фантазии тем востребованней плебсом это же открытый перелом мозга и всего то понадобилась одна авоська с печеньками ,
Ugh9wnbM4hLFq3gCoAEC,yjMs_vAV6S8,4 years ago,Владимир Васильев,ну это полный пиздец угомонитесь вы чё там все озверели,
UggdqQvgZr_-zngCoAEC.7-H0Z7-NKAr7-H4a9BReHb,GItQLVTo4EI,4 years ago,Айзберг Вокиане,жаль наш народ сердце кровью обливаетсяпонимаючто лицемерия правителей украины зашкаливаетно когда брат брата бить начинает это просто ужас когда обвеняют россию в геноциде это бред сумашедших россия всегда охраняла свои рубежи и небыло претензий к другим нациям да есть давление потому что есть цели цели просты мирная спокойная жизнь и развитие всех кто этого хочет,
UgiHkZHZ_yeEc3gCoAEC.7-H0Z7-AlSh7-K4D53vnES,0WsJ8-tJeC8,4 years ago,Vitaliy Lozovskiy,"сергей подобный это провокаторы от мвд и близких к ним структур там переодетые менты

откуда у вас эта информация и я повторяю провокаторы со стороны власти имели бы смысл если бы следом милиция переходила в контрнаступление и полностью выполняла бы свою задачу майдан был бы полностью очищен банковская освобождена незаконно захваченные здания очищены кстати достаточно было бы перекрыть им воду и свет а майдан окружить милицией и никого не впускать только выпускать при этом цели избавиться от протестующих были бы достигнуты без капли крови и никакого насилия власть применила другую тактику милиция и омон в основном за исключением отдельных эксцессов вели себя миролюбиво и пассивно блокировали позиции и все кстати знаете сколько серьезных ранений получили милиционеры и взвесив все эти очевидные факты вы все равно будете утверждать провокаторы милиция и титушки эта логика мне напоминает яценюковскую он тоже несколько раз высказывался а молодые люди в спортивных костюмах это титушки провокаторы от власти и все хоть стой хоть падай хотя бы начать с самого титушко который будто бы избил журналистку да если бы он намеревался ее избить от нее бы мокрое место осталось явная провокация оппозиции",
UghAC_75xx9ul3gCoAEC,F_y2fwWwyrU,4 years ago (edited),Яша Караим,"всё правильно сделали на войне законов нет что хотели то и получили
если отмотать события назад то совершенно ясно чья стенка не выдержала первой так какого перца эта быдломасса демонстрантов теперь ноет гнать этих тварей до самой немецкой границы",
UghydbhXox20uXgCoAEC,zCmV4dX5tgs,4 years ago,Микола Дикий,володя иди на ,
UgiPxTI4Ec9BkXgCoAEC,8SqTaE4-5a4,4 years ago,Stifmeister,я пишаюся нашим народом,
UghBqGaVlR2tzngCoAEC.7-H0Z7-3jAQ7-MjuQ_5QTg,_k-gDXrfu-s,3 years ago,Max Shi,"кому ты лечишь животное наци у вас в кулаке нюню 
у нас страной наци управляют ты наверное в паралельной реальности в той которой рулит кисель посмотри результаты выборов сколько процентов у пса или ты чучело да не сможешь сложить",
Ugii4iSQYjpp0XgCoAEC,T6IbEIBhb8o,4 years ago,Otto Skorzeny,"внимание украина репост провокация это не беркут
это ведут огонь по своим боевики правого сектора в снаряге пленных беркутовцев дабы свалить жертвы на власти

 в руках акмс давно снятые с вооружения мвд но бывшие на разграбленных складах на западной украине
 жёлтые повязки пс для идентификации
 нет знаков различия
 лёгкая обувь вместо беркутовских форменных берцев",
UgiQ9EaDzwS3cXgCoAEC,zCmV4dX5tgs,4 years ago,Андрей Волков,крашенинникова говорит конструктивно и по делу молодец уважуха,
Ugjr7NQnevpk8XgCoAEC,0WsJ8-tJeC8,4 years ago,Наташа Луценко,собственно видно что человек приехал с россии сам убедиться что делается на евро майдане тут дан ответ на многие вопросы вот и думайте бомжи там и проплаченные или люди чистые за идею,
UgjhsE-O8jBx6XgCoAEC.7-H0Z7-M8mk7-HXN1T0opM,8KdRjB7CpDo,3 years ago,Андрей Мокрецов,ты права старая обезьяна,
UghLsXnnYYIXiHgCoAEC,eufNblKL65s,3 years ago,ZZmeyka,об россии мдаааа грамота прям зашкаливает,
UgjJ4zjDuQvJAXgCoAEC.7-H0Z7-QARh7-P9WGkDZRW,0WsJ8-tJeC8,4 years ago,PRAVEDNIK,константин тычинаооооо и вы майдаун бог вам в помощь я лично ничего и никому доказывать не собирался вы не одессит вы батенька титушко удачи вам и вашим майдаунам,
UgiK9tOm5OqixXgCoAEC,H_ToRtwlvpI,1 year ago,Андрій Прокоп,красива пісня люди задумайтесь що зараз твореться в україні слава україні,
UgiYiq4Z5u7JvngCoAEC,V8B4KOpCSV0,4 years ago,Svetlana S.,такая ненависть к олигрархам украины живет в сердцах каждого ополченца и каждого мирного человека поддерживающего ополчение ктото еще хочет сказать про единую украину или поверите нам на слово,
Ughx-vlvG2h0R3gCoAEC,8SqTaE4-5a4,1 year ago,Armen Margaryan,украина святая страна,
UggZR1QkAg1VuHgCoAEC.7-H0Z7-EZB37-HAwVeUGiu,7xpI5dMsnEM,4 years ago (edited),Aleksey Bogatyrev,"если следовать вашей логике то в вышеозначеных издевательтвах виноват не весь беркут а только личность совершившая данное действо
про националистов у вас неверные сведения адекватных патриотов своей страны среди них нет ибо человек адекватный не будет вступать в подобные организации большинство из них радикальные ультрас",
UgihzfaRbR46RHgCoAEC,uhwtsjFbQK4,4 years ago,trampfuckingstan,мойданвошки,
UgjXS9tjzKzV0HgCoAEC.7-H0Z7-OgEk7221XCefSE0,8SqTaE4-5a4,3 years ago,peyotrip,нас убивают а вы тащитесь от новостей красава,
UgieO6-1cYxKIXgCoAEC,IC7sx75-A0Q,3 years ago,НОВОСТЬ ДНЯ,продолжайте в том же духе майданутые,
Ughtv2FVm82aqngCoAEC,T6IbEIBhb8o,4 years ago,Владимир Путин,"эти желтоленточники уже засветились в камуфляже и модельных туфлях
плюс ни один человек имевший дело с калашом не будет держать его за магазин как на фото с этими актерами а уж про заметные попадания в деревья сзади в спину атакующим рагулям намекают что практически все жертвы результат стрельбы своих по своим хотя у боевиков нет своих у них только интересы бабло и власть",
UggdqQvgZr_-zngCoAEC.7-H0Z7-NKAr7-IgZwvJ0rJ,GItQLVTo4EI,4 years ago (edited),Ariadna40,"юрий игнатенко
твой уровень развития не позволяет тебе понять даже простые вещи как например тот факт что путин ведет политику расширения своего влияния и ему первому наруку гражданская война в украине потому что в случае раскола страны он очень хорошо может расчитывать на присоединение восточных регионов но тебе мозги промыли основательно ты пешка",
UgglodswFi-t0HgCoAEC,9kuqrT0g_rE,3 years ago,myis300turbo,слава героям,
UgitH2Dlo1KRx3gCoAEC,t8u6l6BNEb0,4 years ago,Сергей Кучерявый,слава україні,
UghQXOPqPRFmqXgCoAEC,Y9VX0fcUZVs,2 years ago,артем абдулвагабов,режь бандерлогов,
UghV-Ap-v53iQHgCoAEC,XK1A8MPb6Ro,4 years ago,Зигзаг Макряк,и шо это дало ,
UggW4ZkB5_wjEHgCoAEC.7-H0Z7-20au7-I3f9s0B3t,SwZ_LW9NsUE,4 years ago,Alexandr Treyman,вот скажите неужели на донбассе все так хорошо что люди до сих пор верят в пр и зека,
Ugjny0kqG4iRw3gCoAEC,_k-gDXrfu-s,3 years ago,Дмитрий Власов,укродебилы – бегите с донбасса иначе все ляжете в землю червей кормить,
Uggmg6HGxPLNxXgCoAEC.7-H0Z7-EvAJ7-Hd_B66JMW,FMdk1D1ktBw,4 years ago,Evan S,а ти знаєш ти був вони злочинці в формі,
Ugj6QWvfP9bQAXgCoAEC.7-H0Z7-45eH7-J7iK4nX0q,8SqTaE4-5a4,4 years ago,Игорь Полищук,сына тебе сколько летесли тебе тут плохо украина такая плохая чего ты ждешьедь в россию ты нужен ей,
Ugit7T0QGIn653gCoAEC,E950t1WGiE0,3 years ago,Nataliia Lishchynska,майдан змінив україну дякую всім хто був на майдані дякую від усього серця простіть що я не змогла бути з вами в ті важкі хвилини герої не вмирають слава україні,
UghwQDtOedZdR3gCoAEC,zCmV4dX5tgs,4 years ago,DONALD TRUMP,крашенинникова єбанута фашисти і москалі два чобота пара головний фашист сидить в кремлі злий карлик пумаскалі ви всі єбануті на повну голову ми на вас хуй забили ,
UggmAWYoXqpAAngCoAEC.7-H0Z7-69ob7-HJ9YdOL8e,xTfMbgQqEeg,4 years ago,Сергей О,виктор андреев тут главное не откуда вышел а где останется,
Uggj1nIvxNYqWXgCoAEC.86IXCf5p0co8BUPdirsYej,AV127gSoJxM,2 years ago,Н. Jurgensonn,андрей андреевне плачь так громко мальчик сходи к своей свыноматке она тебе сопельки подотрет,
UgiRgUIio9stqHgCoAEC,eufNblKL65s,4 years ago,Александр Целищев,либераструсофоб с уклоном в фатализм сдала богу этого дебила сейчас мало где показывают,
Ughx-ab_8gR0QXgCoAEC,GGaQ5BDNouM,4 years ago,Алексей А,лайк кто от муразора,
UgiGr2IE7On9XXgCoAEC.7-H0Z7-4HAu7-Ki4Slti5n,zCmV4dX5tgs,4 years ago (edited),aniodchai,"назарій копитковы ведь вроде разумный человек кто от кого отмывается миллионы русских живут вна украине миллионы украинцев живут в россии украинцы вместе с русскими и другими народами российской империи дружно устроили революцию а потом плечом к плечу истребляли братьев в гражданскую войну с той и другой стороны и так же дружно устроили и украинский голодомор и голод в поволжье и раскулачивали вместе и церкви валили и с врагами вместе боролись и в хрущёвскобрежневские времена украинцы в советской власти всесоюзной почётное место занимали а приличные люди прекрасно ладили и дружно работали вместе да и сейчас тоже работают и уважают друг друга зачем же искать виноватых на стороне все руку приложили
помните пословицу паны дерутся у холопов чубы трещат так зачем же быть этими холопами может лучше с панами своими разобраться это разумеется и к русским относится",
UggXoDEMT_jktngCoAEC.7-H0Z7-6UA47-HuYZ12J23,8SqTaE4-5a4,4 years ago,Сергей М,андрей климанцпро первую власть я имею в виду те действия которые сейчас происходят крым танки на границе и все остальное хотя я ещё до стрельбы на майдане пытался высказаться объяснить суть происходящего желания народа быть свободными я рассказывал о общей истории о русской жене и родственниках в москве и сибири друзьях в питере и всех тех святых связях которые важнее всего что могу показать по телевизору может я не те ресурсы выбрал для статей но везде меня очень жестко заминусовали оскорбили в комментариях и удалили статью в течении нескольких часов после пятой попытки я бросил это дело вот что обидно от этого страшно знаю не все такие но очень многие и именно это оправдывает все действия великого пу ,
UggSM6NWerVyAngCoAEC,Y9VX0fcUZVs,2 years ago,Oppozite59,как же я тогда гордился жителями донбасса и сейчас горжусь,
UghqdPupVADSZXgCoAEC,SyU_5EhFtS4,4 years ago,Иван Огороднов,да сдайтесь москалям уже хорошь хуйнёй заниматься,
Ugia4C36ntAvpngCoAEC.7-H0Z7-9h867-rondfeCJj,E950t1WGiE0,4 years ago,Vadim Matviichuk,светлана юргелевиченекакая смысловая нагрузка в вашем предложении вы смекнули интеллектом вас не должна касаться моя деятельность и так понятно что вы наполнены желчью и злостью отходите от этого представляйте россию не фоне общественности образованной дружелюбной а не зверинцем от которого отвернулся весь мир,
UghtZcFSivaqnXgCoAEC.7-H0Z7-1Tfk8X0aT1ltaQp,E950t1WGiE0,9 months ago,змей мор,бага ой бога нет,
Ugh72aTl5_7tjngCoAEC,Hcn6nJBdKAU,4 years ago,Евгений Бортников,разумно ответил все верно,
UggR-1htyqAEZXgCoAEC.7-H0Z7-BaG07-HZcL03_0C,xZUzfzTLD4U,4 years ago,Женя Васильев,ахаха причем тут православие причем тут гомосеки и словяни иди лечись или учись не знаю что тебя спасет,
UgiqxiGWm2NaK3gCoAEC.7-H0Z7-OtD27-HLL5KGuOE,uhwtsjFbQK4,4 years ago,MARINA POLYAKOVA,молодец самый позитивный и актуальный комментарий надеюсь ребенок увидит самую глав елку страны,
UghyFxYhHGNrFngCoAEC,8SqTaE4-5a4,4 years ago,Каролина Лемишко,це щось неймовірне,
UgiQCWG_rXr5HngCoAEC,8SqTaE4-5a4,4 years ago,Александра Сторожук,мы украинцы и страна наша уже никогда не будем прежними выросло новое поколение молодежь для которых символика не просто цвета гимн больше чем песня у нас в душе патриотизм и вера мы сильные за нами правда и у нас воля,
Ugh2rEEhEFpkx3gCoAEC,IQFGSfk7NZs,4 years ago,Aнатоль Анатолич,лузеры повылазили,
UgxuIUffubZF8y6hPv94AaABAg,8SqTaE4-5a4,9 months ago,Женя Пономаренко,яка чудова пісня ,
UgjeUA5gSwDuu3gCoAEC,o9hyneGbGoM,3 years ago,de0n11,пускай кацапы сосут и вылизывают у путина с медведьевым,
UgiD_JSe_1SitXgCoAEC,FXCliOGt0Jc,4 years ago,Елена Иванова,читаешь комменты и понимаешь что людям реально страшно становится особенно мужикам ведь на их плечи ляжет ответственность фёдоров призывает к организации штабов но люди просто не знают как это сделать и к кому обращаться даже по помещению или по сбору людей в штаб необходимо на местах дать распоряжение в администрацию по помещению идёшь родину защищать с лицом коммерсанта и арендой помещениясловно для личного бизнеса во многих городах нет штабов негде собираться раздали народное добро по олигархам а они кто вот именно,
Ugixjxe1xee_jngCoAEC,zCmV4dX5tgs,4 years ago,Valentin Kolesnik,умница женщина не запомнил ее имени жерналист в сиреневом пиджаке в ку почему мы все от вас россиян разбегаемся почему задумайтесь наши братья да я вас пока так называю и не назавайте нас фашистами бандеровцами и всякой другой ерундой вам нужно стать другими вы пока империя зла ,
Uggm_x_Jg-EQcngCoAEC.7-H0Z7-Lm5J7-I5cDciyI9,0WsJ8-tJeC8,4 years ago,Artem Stepanchenko,очень странно както все это выглядит я был в самом пике и все было так же как описал и показал константин а языком чесать может каждый очень хорошо по этому поводу сказал в конце видео костя обвинить можно кого угодно и в чем угодно мир,
UgiyfekNlAe-QHgCoAEC,eufNblKL65s,3 years ago,Яна Золотова,спасибо за смелую правду только путлер и путиноиды не видят проблем в россии а ищут внешних врагов,
UgjYOj6YXHo-D3gCoAEC,T6IbEIBhb8o,4 years ago,Василий,театр эти ряженые сволочи стреляют по всем с целью разжечь войну,
UggVaGt4i0hz2HgCoAEC,8SqTaE4-5a4,4 years ago,Igor Gitman,супер песня слава украине ,
Ugg3S7ooI8-EHngCoAEC,8SqTaE4-5a4,11 months ago,Игровой канал TheBravo,підараси беркути,
UghGlu_zH8zDVngCoAEC,0WsJ8-tJeC8,4 years ago,Владимир Рузайкин,"константинесли я трольты провокаторкрутился на сцене майдана как проституткадеда твоего нквд арестовалиа бандеровцы отомстиличесть и хвала им за это
кто ты после этого и как тебя называть чтоже тыумникне упомянул им о волынской резнеили о хатыни иеще многие их деянияили ты один из нихили работаеш на спецслужбынарод молодецвышел на майданя сам не одобряю януковичя и не голосовал за неготолько получилось как всегдаа народмясопопользовались и выбросилипришли лучшиеили как ты думаештебя уже спрашиваличем тебе путин не угоденя готов поменяться с тобой жильему меня на украине есть нормальный домбудеш там бороться за справедливостьглядиш и тебе бандэры орден дадут",
